City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,vuktyl,63.8567,57.3094,2.84,97,100,4.47,RU,1697308931
279,mount gambier,-37.8333,140.7667,9.4,94,100,1.91,AU,1697308932
280,aripuana,-9.1667,-60.6333,37.15,31,100,1.22,BR,1697308933
281,rotorua,-38.1387,176.2452,13.06,90,100,2.4,NZ,1697308933
282,inari,68.906,27.0288,-0.89,90,100,6.77,FI,1697308934
283,alice springs,-23.7,133.8833,9.75,27,0,0.0,AU,1697308935
284,volksrust,-27.3654,29.8818,12.81,70,0,2.24,ZA,1697308935
285,tamanrasset,22.785,5.5228,22.95,33,40,7.2,DZ,1697308936
286,richards bay,-28.783,32.0377,19.04,69,42,7.99,ZA,1697308937
287,oras,12.1406,125.4397,25.18,91,18,1.28,PH,1697308937
288,berezovo,63.9381,65.0419,-0.02,94,100,1.79,RU,1697308938
289,molde,62.7375,7.1591,7.91,76,100,8.75,NO,1697308939
290,mandalgovi,45.7625,106.2708,3.0,46,6,2.67,MN,1697308939
291,varzea alegre,-5.35,-40.3833,36.91,21,18,3.41,BR,1697308784
292,egilsstadir,65.2653,-14.3948,-5.05,74,0,1.54,IS,1697308940
293,walvis bay,-22.9575,14.5053,15.53,82,0,3.6,NA,1697308941
294,le grazie di ancona,43.6008,13.5153,22.94,49,3,2.06,IT,1697308942
295,geraldton,-28.7667,114.6,26.23,13,39,7.2,AU,1697308942
296,panaba,21.2833,-88.2667,37.65,37,100,1.54,MX,1697308943
297,thal,35.4791,72.2439,11.07,74,100,1.09,PK,1697308944
298,dubovskoye,47.4092,42.7575,12.53,73,0,2.51,RU,1697308944
299,vila velha,-20.3297,-40.2925,23.97,91,75,5.81,BR,1697308945
300,escarcega,18.6089,-90.7454,38.28,37,34,0.69,MX,1697308946
301,ta`u,-14.2336,-169.5144,26.75,79,38,8.45,AS,1697308946
302,colonia,50.9333,6.95,11.65,82,20,4.63,DE,1697308947
303,northam,51.0333,-4.2167,11.45,69,24,6.28,GB,1697308948
304,gardner,42.5751,-71.9981,14.24,64,100,3.09,US,1697308949
305,palikir - national government center,6.9248,158.1611,24.41,88,100,1.54,FM,1697308950
306,krasnogorskiy,54.6025,61.231,5.95,72,79,4.54,RU,1697308950
307,newman,37.3138,-121.0208,22.86,31,100,1.79,US,1697308951
308,sivrihisar,39.4504,31.5341,14.89,31,0,1.38,TR,1697308952
309,port-vila,-17.7338,168.3219,24.78,83,75,2.57,VU,1697308739
310,flin flon,54.7682,-101.865,9.91,76,20,1.03,CA,1697308954
311,machico,32.7,-16.7667,28.4,65,0,1.03,PT,1697308955
312,beykonak,36.3257,30.303,21.88,70,0,1.82,TR,1697308956
313,cockburn town,21.4612,-71.1419,30.98,66,40,2.06,TC,1697308956
314,axim,4.8699,-2.2405,25.59,90,67,3.37,GH,1697308957
315,chonchi,-42.6128,-73.8092,12.56,59,86,2.22,CL,1697308958
316,lianjiang,21.6467,110.2817,21.25,84,25,2.87,CN,1697308958
317,mukalla,14.5425,49.1242,27.67,66,5,0.64,YE,1697308959
318,gokceada,40.2011,25.909,16.6,66,0,4.52,TR,1697308960
319,mapleton,40.1302,-111.5785,17.08,49,40,0.0,US,1697308961
320,xilin hot,43.9667,116.0333,3.18,44,6,2.84,CN,1697308962
321,peniche,39.3558,-9.3811,20.06,88,100,4.05,PT,1697308740
322,gedo,9.0167,37.45,11.46,81,0,1.85,ET,1697308963
323,georgetown,5.4112,100.3354,26.68,87,40,1.03,MY,1697308723
324,emerald,-23.5333,148.1667,15.19,61,0,3.05,AU,1697308964
325,watertown,42.3709,-71.1828,16.23,62,0,3.09,US,1697308965
326,pajapan,18.25,-94.7,27.09,79,92,2.86,MX,1697308966
327,whangarei,-35.7317,174.3239,15.29,87,91,2.53,NZ,1697308966
328,brisas de zicatela,15.8369,-97.0419,30.29,51,75,1.54,MX,1697308967
329,horsham,51.064,-0.3272,10.7,72,0,1.03,GB,1697308968
330,federacion,-31.0062,-57.8996,23.66,38,0,4.99,AR,1697308968
331,madugula,17.9167,82.8,25.58,84,6,1.73,IN,1697308969
332,asan-maina village,13.4722,144.7165,25.07,90,75,3.58,GU,1697308970
333,immokalee,26.4187,-81.4173,30.55,77,20,4.63,US,1697308970
334,formosa,-26.1775,-58.1781,29.42,37,0,3.6,AR,1697308681
335,byaroza,52.5314,24.9786,15.84,82,100,3.79,BY,1697308972
336,bafq,31.6128,55.4107,24.41,27,81,4.17,IR,1697308972
337,caleta de carquin,-11.0925,-77.6267,21.41,75,100,4.79,PE,1697308973
338,coatepec harinas,18.8949,-99.7215,17.52,63,31,2.17,MX,1697308974
339,zhangjiakou,40.81,114.8794,11.12,36,3,2.52,CN,1697308974
340,temiskaming shores,47.4938,-79.7153,8.89,71,100,4.52,CA,1697308938
341,la asuncion,11.0333,-63.8628,37.85,44,5,5.14,VE,1697308976
342,wynyard,-41.0,145.7167,7.63,80,98,3.54,AU,1697308677
343,vadso,70.0744,29.7487,3.09,75,75,10.8,NO,1697308978
344,cabo san lucas,22.8909,-109.9124,32.01,69,20,2.06,MX,1697308911
345,ust'-ilimsk,58.0006,102.6619,4.69,74,100,4.02,RU,1697308979
346,tsiombe,-25.3,45.4833,23.89,77,98,2.2,MG,1697308980
347,kachkanar,58.7,59.4948,2.48,78,82,3.99,RU,1697308980
348,ouesso,1.6136,16.0517,22.33,97,100,1.29,CG,1697308981
349,longonjo,-12.9067,15.2533,18.5,85,98,1.31,AO,1697308982
350,dubbo,-32.25,148.6167,9.07,81,0,3.6,AU,1697308982
351,happy valley-goose bay,53.3168,-60.3315,8.17,93,100,11.32,CA,1697308983
352,shalqar,47.8333,59.6,11.22,52,100,4.44,KZ,1697308984
353,leshan,29.5623,103.7639,18.69,83,63,0.21,CN,1697308985
354,placido de castro,-10.3353,-67.1856,36.34,35,100,1.39,BR,1697308986
355,bichura,50.5881,107.6022,4.15,54,7,1.34,RU,1697308986
356,shilovo,54.3204,40.874,11.31,64,82,7.15,RU,1697308988
357,sandnessjoen,66.0217,12.6316,4.29,63,100,10.32,NO,1697308988
358,saint-philippe,-21.3585,55.7679,23.77,82,42,5.26,RE,1697308989
359,bereket,39.2446,55.5154,15.88,27,24,2.86,TM,1697308990
360,mora,11.0461,14.1401,31.1,24,78,1.27,CM,1697308990
361,parnu,58.3859,24.4971,11.05,76,75,11.32,EE,1697308991
362,antalaha,-14.9003,50.2788,24.29,93,92,2.29,MG,1697308992
363,taltal,-25.4,-70.4833,19.45,62,25,3.45,CL,1697308820
364,gaiman,-43.2897,-65.4929,24.11,22,11,5.39,AR,1697308993
365,bay roberts,47.5999,-53.2648,13.06,97,100,1.34,CA,1697308864
366,choibalsan,48.0667,114.5,1.74,54,7,4.94,MN,1697308994
367,st. john's,47.5649,-52.7093,12.86,98,100,4.63,CA,1697308994
368,pedro ii,-4.4247,-41.4586,36.37,18,97,2.89,BR,1697308996
369,sucre,-19.0333,-65.2627,24.99,28,84,7.27,BO,1697308996
370,novodvinsk,64.4165,40.8122,3.77,90,100,7.21,RU,1697308997
371,bodo,67.28,14.405,6.02,64,0,6.69,NO,1697308998
372,al marj,32.488,20.8317,19.38,74,0,2.61,LY,1697308998
373,enriquillo,17.9,-71.2333,32.82,70,97,3.22,DO,1697308999
374,solnechnyy,50.7214,136.6319,8.35,88,2,2.67,RU,1697309000
375,enewetak,11.3474,162.3373,28.13,75,67,3.72,MH,1697309001
376,burutu,5.3509,5.5076,26.05,90,100,1.95,NG,1697309002
377,mejit,10.2753,170.8646,27.74,74,62,3.98,MH,1697309002
378,hasaki,35.7333,140.8333,17.38,87,100,6.7,JP,1697308758
379,avra valley,32.4379,-111.3154,31.92,29,0,0.82,US,1697309003
380,agat village,13.3886,144.6585,25.2,90,75,2.57,GU,1697309004
381,hilo,19.7297,-155.09,28.38,77,40,2.24,US,1697309005
382,altai,46.3722,96.2583,6.55,35,100,1.81,MN,1697309006
383,mahina,-17.5065,-149.489,26.87,74,20,1.54,PF,1697309006
384,broken hill,-31.95,141.4333,12.69,63,0,4.14,AU,1697308758
385,toamasina,-18.1667,49.3833,26.0,83,75,5.66,MG,1697309008
386,mbandaka,0.0487,18.2603,22.65,95,100,1.72,CD,1697309008
387,beyneu,45.3167,55.2,12.25,48,27,4.14,KZ,1697309009
388,vico del gargano,41.8983,15.9576,21.7,61,6,2.74,IT,1697309010
389,tonder,54.9331,8.8667,9.97,78,90,1.34,DK,1697309010
390,huadian,42.9633,126.7478,9.12,86,5,2.29,CN,1697309011
391,ubari,26.5921,12.7805,24.36,23,0,3.7,LY,1697309012
392,windsor,42.3001,-83.0165,10.64,94,100,9.77,CA,1697308713
393,turkmenbasy,40.0222,52.9552,9.43,66,0,0.0,TM,1697309013
394,tarawa,1.419,172.984,27.05,89,40,1.03,KI,1697309014
395,kulhudhuffushi,6.6221,73.07,24.58,91,100,8.71,MV,1697309014
396,pollock pines,38.7613,-120.5866,20.2,38,20,3.09,US,1697309015
397,brookings,44.3114,-96.7984,10.66,73,100,6.69,US,1697308724
398,nikolayevsk-on-amure,53.1406,140.73,3.73,93,100,2.05,RU,1697309016
399,cooper's town,26.8667,-77.5167,27.73,85,24,6.63,BS,1697309017
400,georgievka,49.3314,81.5761,8.32,63,100,5.35,KZ,1697309018
401,sullivan,36.5168,-82.5332,21.91,72,75,5.14,US,1697309018
402,bintulu,3.1667,113.0333,26.23,94,20,2.68,MY,1697309019
403,piacabucu,-10.4056,-36.4344,26.97,69,75,5.75,BR,1697309020
404,hami,42.8,93.45,17.58,22,9,1.01,CN,1697309020
405,sogndal,61.2283,7.1003,7.21,87,100,8.23,NO,1697309022
406,viedma,-40.8135,-62.9967,23.31,23,99,9.09,AR,1697309022
407,garachico,28.7781,-17.7646,25.06,78,0,3.09,ES,1697309023
408,al jawf,29.5,38.75,25.71,19,0,4.1,SA,1697309024
409,wschowa,51.807,16.3166,12.7,70,100,4.62,PL,1697309025
410,barranca,-10.75,-77.7667,20.99,74,100,4.81,PE,1697309026
411,pueblo,38.2545,-104.6091,11.9,47,0,4.12,US,1697309026
412,mil'kovo,55.6078,37.7956,14.22,82,80,8.24,RU,1697309027
413,fuglafjordur,62.244,-6.814,2.26,68,100,12.7,FO,1697309028
414,aracati,-4.5617,-37.7697,28.95,66,94,7.32,BR,1697309029
415,galle,6.0367,80.217,25.57,85,100,1.28,LK,1697309030
416,ploudalmezeau,48.5333,-4.65,11.14,76,0,1.54,FR,1697309031
417,puerto leguizamo,-0.1934,-74.7819,30.58,64,62,1.7,CO,1697309031
418,asekeyevo,53.5742,52.7972,9.12,74,100,3.58,RU,1697309032
419,itoman,26.1247,127.6694,26.01,65,40,4.63,JP,1697309033
420,barakani,-12.1356,44.4317,25.97,87,19,4.67,KM,1697309033
421,carutapera,-1.195,-46.02,30.15,61,20,5.11,BR,1697309034
422,rura,26.4833,79.9,26.04,44,0,2.15,IN,1697309035
423,nagqu,31.5,92.0,-2.53,54,9,1.17,CN,1697309035
424,vilhena,-12.7406,-60.1458,31.12,58,40,3.6,BR,1697309036
425,blackwater,-23.5833,148.8833,15.39,100,0,3.13,AU,1697309037
426,nuuk,64.1835,-51.7216,3.34,100,100,11.32,GL,1697309037
427,east london,-33.0153,27.9116,15.52,82,20,2.06,ZA,1697309038
428,broome,42.2506,-75.833,10.16,95,100,2.57,US,1697309039
429,sudislavl',57.8817,41.7083,7.83,93,100,6.06,RU,1697309039
430,g'uzor,38.6214,66.2522,6.02,36,0,1.86,UZ,1697309040
431,laojunmiao,39.8333,97.7333,8.1,22,0,3.55,CN,1697309041
432,orapa,-21.2833,25.3667,29.0,12,97,3.93,BW,1697309041
433,cadale,2.7603,46.3222,26.8,86,8,5.93,SO,1697309042
434,al qadarif,14.0349,35.3834,30.52,34,6,2.66,SD,1697309043
435,el granada,37.5027,-122.4694,24.34,63,100,2.57,US,1697308958
436,balikpapan,-1.2675,116.8289,27.55,89,40,1.03,ID,1697309044
437,fortuna,40.5982,-124.1573,21.63,76,0,5.14,US,1697309045
438,rakops,-21.0167,24.3333,29.21,15,98,2.9,BW,1697309046
439,gadzhiyevo,69.2551,33.3362,1.44,80,100,9.43,RU,1697309046
440,khorugh,37.4897,71.553,8.98,23,0,0.94,TJ,1697309047
441,vernon,50.2581,-119.2691,12.34,76,25,3.09,CA,1697309048
442,conduaga,8.862,117.4893,26.08,88,67,2.13,PH,1697309048
443,dahab,28.501,34.5134,27.18,45,0,4.04,EG,1697309049
444,sorong,-0.8833,131.25,25.94,87,100,2.4,ID,1697309050
445,klyuchi,52.2667,79.1667,9.2,45,100,4.43,RU,1697309050
446,tazacorte,28.629,-17.9293,26.54,78,0,3.09,ES,1697309051
447,ankang,32.68,109.0172,14.32,85,0,0.31,CN,1697309052
448,motupe,-6.1519,-79.7142,31.22,44,36,3.84,PE,1697309053
449,asau,46.4333,26.4,16.51,56,10,2.58,RO,1697309053
450,scarborough,54.2797,-0.4044,8.14,77,2,1.79,GB,1697309054
451,kerikeri,-35.2268,173.9474,16.06,93,99,0.45,NZ,1697309055
452,novyy urengoy,66.0833,76.6333,2.77,98,100,1.92,RU,1697309055
453,padang,-0.9492,100.3543,24.03,92,66,1.55,ID,1697308847
454,ribas do rio pardo,-20.4431,-53.7592,33.95,37,100,3.95,BR,1697309057
455,mendoza,-32.8908,-68.8272,25.74,17,0,2.06,AR,1697308993
456,palembang,-2.9167,104.7458,27.05,83,20,1.54,ID,1697309058
457,al ghayzah,16.2079,52.176,26.67,77,5,4.06,YE,1697309059
458,christchurch,-43.5333,172.6333,12.4,66,58,5.14,NZ,1697309059
459,oliena,40.2723,9.403,25.57,52,0,2.91,IT,1697309060
460,morehead city,34.7229,-76.726,23.32,89,100,7.72,US,1697308883
461,andovoranto,-18.95,49.1,24.07,94,100,2.88,MG,1697309061
462,pionerskiy,54.9508,20.2275,13.97,66,7,14.52,RU,1697309062
463,koh kong,11.6175,102.9806,26.04,88,93,1.93,KH,1697309063
464,codrington,-38.2667,141.9667,9.3,89,100,3.08,AU,1697309064
465,guane,22.2025,-84.0875,33.08,50,100,2.98,CU,1697309064
466,bosa,40.2993,8.4983,22.05,78,0,1.75,IT,1697309066
467,kisangani,0.5167,25.2,23.02,98,100,0.86,CD,1697309066
468,restrepo,3.822,-76.5224,24.19,88,99,1.45,CO,1697309067
469,aoulef,26.9667,1.0833,29.46,13,0,3.15,DZ,1697309068
470,darovskoy,58.77,47.9564,7.26,88,100,5.26,RU,1697309069
471,jiayuguan,39.8167,98.3,9.26,26,0,2.97,CN,1697309069
472,noosa heads,-26.3833,153.15,18.95,92,12,4.49,AU,1697309070
473,souillac,-20.5167,57.5167,22.21,68,20,2.06,MU,1697309071
474,general jose de san martin,-26.5374,-59.3416,31.26,23,0,2.35,AR,1697309071
475,zaozersk,69.4005,32.4476,0.99,80,100,9.28,RU,1697309072
476,ak-dovurak,51.1833,90.6,8.95,66,100,0.45,RU,1697309073
477,jijiga,9.35,42.8,20.71,65,28,2.92,ET,1697309074
478,gizo,-8.103,156.8419,27.01,80,43,1.67,SB,1697309074
479,apolinario saravia,-24.4328,-63.9954,33.44,17,4,5.21,AR,1697309075
480,saint-joseph,-21.3667,55.6167,23.21,81,24,4.29,RE,1697309076
481,thakhek,17.4103,104.8307,21.6,95,70,1.49,LA,1697309077
482,kamenka,51.3223,42.7678,8.66,65,12,4.02,RU,1697309077
483,new kingman-butler,35.265,-114.0323,24.32,13,0,2.57,US,1697309078
484,zeya,53.75,127.2667,1.38,82,100,5.97,RU,1697308897
485,yanam,16.7333,82.2167,24.82,85,3,0.61,IN,1697309080
486,mana,5.6592,-53.7767,30.16,69,6,5.8,GF,1697309080
487,ivolginsk,51.7492,107.2837,-2.19,86,20,2.0,RU,1697309081
488,suva,-18.1416,178.4415,23.71,88,75,2.06,FJ,1697309082
489,fort bragg,35.139,-79.006,19.75,96,100,3.6,US,1697309083
490,kralendijk,12.15,-68.2667,32.99,66,40,6.17,BQ,1697309083
491,sittwe,20.15,92.9,24.72,82,6,3.55,MM,1697309084
492,ibara,34.6,133.4667,15.21,91,58,1.88,JP,1697309085
493,nizhneudinsk,54.9076,99.0276,5.01,67,43,1.79,RU,1697309085
494,jokioinen,60.8016,23.48,7.56,89,74,6.52,FI,1697309086
495,talcahuano,-36.7167,-73.1167,16.82,55,0,5.14,CL,1697309087
496,novyy urgal,51.0736,132.5642,8.33,83,16,2.87,RU,1697309088
497,fukuecho,32.6881,128.8419,21.11,52,10,8.87,JP,1697309089
498,ondo,7.1,4.8333,24.25,97,100,1.42,NG,1697309090
499,fisterra,42.9049,-9.2629,18.19,82,100,5.45,ES,1697309091
500,rawson,-43.3002,-65.1023,24.16,23,0,5.14,AR,1697308847
501,yulinshi,38.2906,109.7494,12.36,31,0,2.82,CN,1697309092
502,den burg,53.0542,4.7972,11.99,57,20,8.75,NL,1697309093
503,paramirim,-13.4425,-42.2389,34.71,18,5,7.09,BR,1697309093
504,candon,17.1947,120.4517,25.14,87,7,1.56,PH,1697309094
505,dennery,13.8996,-60.8879,31.07,70,20,5.14,LC,1697309095
506,malango,-2.9627,119.9001,19.31,97,95,0.89,ID,1697309096
507,teluk nibung,3.001,99.8164,24.33,95,100,2.67,ID,1697309096
508,lata,40.1629,-8.3327,19.34,89,100,1.33,PT,1697309097
509,menongue,-14.6585,17.691,22.88,35,62,4.08,AO,1697309098
510,ginir,7.1333,40.7,15.85,74,3,1.28,ET,1697309098
511,limon,10.0,-83.0333,30.03,79,0,3.6,CR,1697309099
512,kyzylorda,44.8528,65.5092,4.01,75,0,1.0,KZ,1697308878
513,mount isa,-20.7333,139.5,19.87,19,6,5.14,AU,1697309100
514,san andres,12.5847,-81.7006,31.01,79,20,2.57,CO,1697309068
515,remire-montjoly,4.9167,-52.2667,32.02,62,0,7.72,GF,1697309102
516,wang nam yen,13.5033,102.1812,23.92,92,100,0.72,TH,1697309102
517,jaguarao,-32.5661,-53.3758,18.45,58,98,7.0,BR,1697309103
518,villa gesell,-37.2639,-56.973,15.59,64,47,7.68,AR,1697309104
519,scottburgh,-30.2867,30.7532,17.11,67,51,9.23,ZA,1697309104
520,rio grande,-32.035,-52.0986,21.06,64,100,6.54,BR,1697308952
521,eureka,40.8021,-124.1637,21.78,86,98,1.34,US,1697309106
522,tanda,26.55,82.65,23.75,59,0,1.53,IN,1697309106
523,midvagur,62.0511,-7.1939,2.46,55,100,10.8,FO,1697309107
524,kapa'a,22.0752,-159.319,25.99,87,100,0.0,US,1697309108
525,montmagny,48.9734,2.3469,13.13,75,0,3.09,FR,1697309108
526,gummi,12.1436,5.1081,30.02,31,81,0.82,NG,1697309109
527,papao,-17.75,-149.55,26.82,77,53,6.0,PF,1697309110
528,minas de marcona,-15.2119,-75.1103,20.32,56,66,6.55,PE,1697309110
529,lorengau,-2.0226,147.2712,27.24,78,99,0.76,PG,1697309111
530,wewak,-3.5534,143.6268,26.07,85,100,0.83,PG,1697309112
531,san miguel,13.4833,-88.1833,31.42,71,32,0.87,SV,1697309112
532,buaran,-7.05,109.55,23.27,84,63,1.99,ID,1697309113
533,bazarak,35.3129,69.5152,10.97,60,2,1.42,AF,1697309114
534,charters towers,-20.1,146.2667,17.07,92,53,2.85,AU,1697309114
535,qarchi gak,37.04,66.7889,14.38,24,0,3.86,AF,1697309115
536,puerto madero,14.7208,-92.4215,29.11,100,40,0.0,MX,1697309116
537,vilyuysk,63.7553,121.6247,-5.47,62,9,1.34,RU,1697309117
538,paphos,34.7667,32.4167,21.88,73,40,2.57,CY,1697309118
539,hotan,37.0997,79.9269,14.44,27,77,2.61,CN,1697309118
540,kabare,-2.4683,28.8242,19.03,87,100,0.66,CD,1697309119
541,hancheng,32.5186,112.3522,17.74,62,25,2.41,CN,1697309120
542,argungu,12.7433,4.5269,31.67,24,11,2.74,NG,1697309120
543,ar rahad,12.7167,30.65,32.93,30,85,1.1,SD,1697309121
544,chilaw,7.5758,79.7953,25.01,91,100,3.91,LK,1697309122
545,mili,6.0815,171.735,27.86,74,90,4.05,MH,1697309122
546,port sudan,19.6175,37.2164,29.08,70,0,4.02,SD,1697309123
547,ambovombe,-25.1667,46.0833,22.97,84,77,1.52,MG,1697309124
548,tenenkou,14.4572,-4.9169,36.11,15,55,3.56,ML,1697309124
549,dehloran,32.6941,47.2679,29.56,19,1,1.97,IR,1697309125
550,tilhar,27.9833,79.7333,23.68,54,0,1.24,IN,1697309126
551,nelson bay,-32.7167,152.15,17.78,67,0,4.92,AU,1697309126
552,tashla,51.7716,52.7427,6.88,68,9,3.05,RU,1697309127
553,flying fish cove,-10.4217,105.6791,24.82,94,100,4.63,CX,1697309128
554,inarajan village,13.2736,144.7484,25.22,85,100,5.42,GU,1697309129
555,teofilo otoni,-17.8575,-41.5053,30.61,46,89,4.45,BR,1697308985
556,karratha,-20.7377,116.8463,27.83,41,3,2.46,AU,1697309118
557,easton,40.6884,-75.2207,9.92,89,100,5.14,US,1697308900
558,quellon,-43.1167,-73.6167,9.75,62,98,4.56,CL,1697309133
559,malmslatt,58.411,15.5165,10.26,71,100,10.8,SE,1697309134
